RegionStation,Month,MinTemp,MaxTemp,Humidity,Wind,SunHours,Rad,Eto_mm/day,SoilType
Bombay-Colaba,April,25,32.3,80,164,8.9,23,5.01,Alluvial
Bombay-Colaba,May,27,33.4,79,190,8.8,23.2,5.41,Alluvial
Bombay-Colaba,June,26.3,32,89,242,5.7,18.3,4.09,Alluvial
Bombay-Colaba,July,25.3,30.1,92,268,2.9,14.1,3.1,Alluvial
Bombay-Colaba,August,24.9,29.6,92,268,3.3,14.5,3.07,Alluvial
Bombay-Colaba,September,24.9,30.5,87,164,5.1,16.5,3.57,Alluvial
Bombay-Colaba,October,24.8,32.5,85,147,7.9,18.9,4.07,Alluvial
Bombay-Colaba,November,23,32.9,79,147,8.5,17.9,3.95,Alluvial
Bombay-Colaba,December,20.9,31.6,80,164,8.5,16.9,3.61,Alluvial
Burdwan,January,12.7,26.2,59,43,8.3,16.1,2.4,Red
Burdwan,February,14.9,28.6,53,52,8.4,18.2,3.02,Red
Burdwan,March,20.1,34.1,46,86,8.9,21.2,4.52,Red
Burdwan,April,24.3,37.5,50,104,9.1,23,5.71,Red
Burdwan,May,25.8,32.2,71,147,8.6,22.8,5.35,Red
Burdwan,June,26.1,34.8,73,130,6.9,20.4,5.04,Red
Burdwan,July,25.8,32,83,112,6.2,19.2,4.35,Red
Burdwan,August,25.8,31.9,82,104,6.1,18.7,4.19,Red
Burdwan,September,25.7,32.2,81,86,6.1,17.6,3.93,Red
Burdwan,October,23.7,31.4,75,61,7.7,17.7,3.73,Red
Burdwan,November,17.8,28.7,67,43,8.4,16.5,2.93,Red
Burdwan,December,13.6,26.2,63,35,8.4,15.4,2.3,Red
Calcutta-Alipore,April,25.1,35.3,78,190,8.2,21.8,5.23,Alluvial
Calcutta-Alipore,August,26.1,32.1,95,121,4.3,16,3.43,Alluvial
Calcutta-Alipore,December,14.5,27,77,69,7.6,14.8,2.53,Alluvial
Calcutta-Alipore,February,16.9,29.1,64,95,8,17.8,3.37,Alluvial
Calcutta-Alipore,January,13.8,26.4,78,69,7.5,15.3,2.46,Alluvial
Calcutta-Alipore,July,26.1,32.3,92,147,4.2,16.2,3.6,Alluvial
Calcutta-Alipore,June,26.5,34,90,164,4.7,17,3.96,Alluvial
Calcutta-Alipore,March,21.7,33.5,66,121,7.8,19.7,4.45,Alluvial
Calcutta-Alipore,May,26,35.4,82,190,7.9,21.8,5.24,Alluvial
Calcutta-Alipore,November,19.6,30.3,80,69,7.8,16,3.12,Alluvial
Calcutta-Alipore,October,23.9,32.3,89,69,6.2,16,3.41,Alluvial
Calcutta-Alipore,September,25.8,32.4,97,121,4.8,15.7,3.32,Alluvial
Calcutta-Dum,April,24.3,36,65,207,8.2,21.8,5.9,Alluvial
Calcutta-Dum,August,26,31.8,83,173,4.3,16,3.84,Alluvial
Calcutta-Dum,December,13,26.5,67,52,7.7,14.8,2.4,Alluvial
Calcutta-Dum,February,15.1,29,61,86,8,17.8,3.3,Alluvial
Calcutta-Dum,January,12.3,26.4,65,52,7.5,15.2,2.41,Alluvial
Calcutta-Dum,July,26,31.8,82,190,4.2,16.2,4,Alluvial
Calcutta-Dum,June,26.2,33.8,79,207,4.7,17,4.49,Alluvial
Calcutta-Dum,March,20.4,33.8,59,147,7.8,19.7,4.78,Alluvial
Calcutta-Dum,May,26,35.7,73,268,7.9,21.8,5.96,Alluvial
Calcutta-Dum,November,17.6,29,70,52,7.8,16,2.96,Alluvial
Calcutta-Dum,October,23.6,31.4,76,86,6.2,16,3.56,Alluvial
Calcutta-Dum,September,25.9,32,80,130,4.8,15.7,3.75,Alluvial
Chaibasa,April,24.1,38.9,38,78,8.1,21.6,5.21,Red
Chaibasa,August,25,31.4,81,61,2.9,13.9,3.21,Red
Chaibasa,December,11.7,26.6,61,26,7.8,15,2.2,Red
Chaibasa,February,14.4,29.2,51,26,8.1,17.9,2.76,Red
Chaibasa,January,12,26.5,61,26,7.6,15.4,2.23,Red
Chaibasa,July,25.3,31.7,78,61,3,14.3,3.46,Red
Chaibasa,June,26.7,36.7,63,78,4.4,16.7,4.49,Red
Chaibasa,March,19.3,34.7,43,61,8.3,20.5,4.13,Red
Chaibasa,May,26.8,40.5,44,78,7.2,20.8,5.49,Red
Chaibasa,November,15.4,28.5,63,35,7.8,16,2.77,Red
Chaibasa,October,21.6,31,72,26,6.7,16.6,3.34,Red
Chaibasa,September,24.7,31.7,80,52,4.4,15.1,3.39,Red
Chandbali,April,25,36.4,66,347,6,18.6,6.27,Alluvial
Chandbali,August,25.9,31.3,84,245,4.6,16.5,3.93,Alluvial
Chandbali,December,14.7,26.9,70,127,6.7,14.2,2.87,Alluvial
Chandbali,February,17.5,29.9,66,175,6.5,16.2,3.8,Alluvial
Chandbali,January,14.8,27,70,137,7,15.2,2.98,Alluvial
Chandbali,July,25.7,31.4,84,269,4.3,16.3,4.01,Alluvial
Chandbali,June,26.3,34.3,77,307,5.1,17.6,5.07,Alluvial
Chandbali,March,21.6,33.9,64,232,6.2,17.7,5.03,Alluvial
Chandbali,May,26.6,36.4,69,405,6.3,19.5,6.55,Alluvial
Chandbali,November,18.4,28.8,73,122,6.5,14.9,3.2,Alluvial
Chandbali,October,23.6,30,84,146,5,14.6,3.3,Alluvial
Chandbali,September,25.7,31.5,84,196,5.3,16.6,3.9,Alluvial
Chandrapur,January,13.7,29.5,57,81,8.1,16.7,3.12,Red
Chandrapur,February,15.9,32.3,45,100,9,19.7,4.15,Red
Chandrapur,March,19.8,36.7,35,112,11.2,25,5.68,Red
Chandrapur,April,24.7,40,32,124,11.1,26.3,6.75,Red
Chandrapur,May,28.3,42.8,29,175,12.9,29.4,8.72,Red
Chandrapur,June,26.9,37.7,52,239,7.5,21.1,7.15,Red
Chandrapur,July,24.3,30.9,78,235,4.2,16.1,4.24,Red
Chandrapur,August,24.1,30.5,78,199,4.5,16.3,4.02,Red
Chandrapur,September,23.7,31.2,78,141,5.5,17,3.97,Red
Chandrapur,October,20.7,31.6,71,81,6.7,17.2,3.75,Red
Chandrapur,November,15.1,29.5,65,69,7.5,16.3,3.17,Red
Chandrapur,December,12.2,28.4,62,62,7.4,15.2,2.69,Red
Chennai,April,26.2,35.6,91,268,9.7,24.4,5.27,Laterite
Chennai,August,25.6,34.5,88,242,6.2,18.9,4.43,Laterite
Chennai,December,21.5,28.4,92,147,6.6,16,2.99,Laterite
Chennai,February,21.6,30.7,88,164,9.6,22.1,4.2,Laterite
Chennai,January,20.4,28.8,90,147,8.7,19.3,3.49,Laterite
Chennai,July,26,35.3,82,242,6,18.4,4.77,Laterite
Chennai,June,27.4,37.4,83,285,6.8,19.5,5.27,Laterite
Chennai,March,23.5,33.2,87,216,9.5,23.5,4.89,Laterite
Chennai,May,27.7,38,91,285,9,23.2,5.44,Laterite
Chennai,November,22.7,29.5,92,147,6.1,16.1,3.18,Laterite
Chennai,October,24.4,31.9,95,147,6.3,17.6,3.64,Laterite
Chennai,September,25.3,34,92,190,6.6,19.2,4.21,Laterite
Cherrapunji,January,7.2,15.7,95,95,7.2,14.2,1.66,Red
